gmaps_link,name,rating,reviews,address_1,address_2,image
https://www.google.fr/maps/place/Endermospa+LPG/data=!4m7!3m6!1s0x47f4eaf4aff7ed27:0xd2048434599207ed!8m2!3d45.7674992!4d4.8510334!16s%2Fg%2F11x9c850g!19sChIJJ33r_Tq9EcR7QeSWTSEBNI?authuser=0&hl=fr&rclk=1,Endermospa LPG,"4,7",22,,,https://lh3.googleusercontent.com/p/AF1QipPu7rIdxUn3aitu2hTjakYDLJL_FZbsXmzEL7=w163h92kno
https://www.google.fr/maps/place/Croix+rousse+minceur+:+CRYO+%2F+EMS/data=!4m7!3m6!1s0x47f4eb4d73a80c6d:0x800576fe858377dc!8m2!3d45.7733521!4d4.8293955!16s%2Fg%2F11vz2g80l3!19sChIJbQyoc03r9EcR3HeDhf52BYA?authuser=0&hl=fr&rclk=1,Croix rousse minceur : CRYO / EMS,,,,,
https://www.google.fr/maps/place/Docteur+JeanCharles+Bayol++Chirurgien+esth%C3%A9tique+Lyon/data=!4m7!3m6!1s0x47f4ea8cfa60aacf:0xde3438cde0ba00eb!8m2!3d45.770555!4d4.85602!16s%2Fg%2F1td29p4w!19sChIJz6pgozq9EcR6wC64M04NN4?authuser=0&hl=fr&rclk=1,Docteur JeanCharles Bayol  Chirurgien esthétique Lyon,"4,7",54,,,https://lh3.googleusercontent.com/p/AF1QipO4TMYMgqe3siAei2uIInPR9zGiUBvq8eJfcram=w92h92kno
https://www.google.fr/maps/place/Dr+Victor+NGUYEN++M%C3%A9decine+Esth%C3%A9tique+LYON/data=!4m7!3m6!1s0x47f4eb01d62e8121:0x19be576974d1e26b!8m2!3d45.7562541!4d4.8317853!16s%2Fg%2F11n5nnnm67!19sChIJIYEu1gHr9EcRaLRdGlXvhk?authuser=0&hl=fr&rclk=1,Dr Victor NGUYEN  Médecine Esthétique LYON,"4,4",14,,,https://lh3.googleusercontent.com/p/AF1QipMtHJUK9zPlJA6koR4j_23RC3Ut_6LZOM_2of=w122h92kno
https://www.google.fr/maps/place/Centre+d%27Esth%C3%A9tique+M%C3%A9dicochirurgicale+Foch/data=!4m7!3m6!1s0x47f4eaf0154fba7d:0xed9cc8412b7d2753!8m2!3d45.7719084!4d4.8429511!16s%2Fg%2F11cs3_mt94!19sChIJfbpPFfDq9EcRUyd9K0HInO0?authuser=0&hl=fr&rclk=1,Centre d'Esthétique Médicochirurgicale Foch,,,,,https://lh3.googleusercontent.com/p/AF1QipMKV1CD9ogPgocOhedn6OE5YzNjoyFIK4IfliK=w138h92kno
https://www.google.fr/maps/place/bi%27NERGY+Centre+de+Cryoth%C3%A9rapie+de+Cryolipolyse+%C3%A0+Lyon+et+d%27Infrath%C3%A9rapie/data=!4m7!3m6!1s0x47f4eb9d672e0e13:0x594dab84a5dd1ede!8m2!3d45.7598719!4d4.8415084!16s%2Fg%2F11h1jq9227!19sChIJEw4uZ53r9EcR3h7dpYSrTVk?authuser=0&hl=fr&rclk=1,bi'NERGY Centre de Cryothérapie de Cryolipolyse à Lyon et d'Infrathérapie,5,82,,,https://lh3.googleusercontent.com/p/AF1QipOeXrhD7zqenY4tVQ77VGzjNNVZKD0Lo9FADcXK=w137h92kno
https://www.google.fr/maps/place/Centre+RNPC+Bordeaux+%F0%9F%8D%93+Di%C3%A9t%C3%A9ticienne++Nutritionniste++Centre+d%27amincissement/data=!4m7!3m6!1s0x478b518f1f9341eb:0xad6fa0142d568705!8m2!3d44.836287!4d0.605201!16s%2Fg%2F11b86nj9mv!19sChIJ60GTH49Ri0cRBYdWLRSgb60?authuser=0&hl=fr&rclk=1,Centre RNPC Bordeaux 🍓 Diététicienne  Nutritionniste  Centre d'amincissement,"4,8",63,,,https://lh3.googleusercontent.com/p/AF1QipNmNt3HsFcJrqrIUGLFnI8qjx6yJcFGvMi5FZZi=w80h92pkno
https://www.google.fr/maps/place/INSTITUT+MAHLER++BORDEAUX/data=!4m7!3m6!1s0xd5527da5fe30453:0xe7eac108e725cd73!8m2!3d44.842057!4d0.574214!16s%2Fg%2F113gy5s3m!19sChIJUwTjX9onVQ0Rc80l5wjB6uc?authuser=0&hl=fr&rclk=1,INSTITUT MAHLER  BORDEAUX,"4,8",143,,,https://lh3.googleusercontent.com/p/AF1QipOgVsQ4qBhLg6CGukJlnMwDKnjy1z55PtxOBYG=w80h92pkno
https://www.google.fr/maps/place/Centre+Cryolipolyse+Bordeaux/data=!4m7!3m6!1s0xd54d776bf60f057:0xb7a9a2e3015e5054!8m2!3d44.8862551!4d0.6411661!16s%2Fg%2F11csq9z3s2!19sChIJV_Bgv3bXVA0RVFBeAeOiqbc?authuser=0&hl=fr&rclk=1,Centre Cryolipolyse Bordeaux,"4,2",25,5 Rue de la Pompe au Breteil,,https://lh3.googleusercontent.com/p/AF1QipMEnLUjcclJmHIo9KR8AomsynttbnCw86CbQjf=w92h92kno
https://www.google.fr/maps/place/CRYOSPIRIT/data=!4m7!3m6!1s0xd5529f16170b437:0x536c89f469d747c6!8m2!3d44.8434374!4d0.5773418!16s%2Fg%2F11m2f_kyqw!19sChIJN7RwYfEpVQ0RxkfXafSJbFM?authuser=0&hl=fr&rclk=1,CRYOSPIRIT,5,23,15 Rue Michel Montaigne,,https://lh3.googleusercontent.com/p/AF1QipMv5YMrkS0qhMBRPKjaQW9TkDxbZxORqmBXiQs=w115h92kno
https://www.google.fr/maps/place/Cryotera++P%C3%B4le+de+Cryoth%C3%A9rapie+Bordeaux/data=!4m7!3m6!1s0xd5527607ea08f91:0xabda6f817890f801!8m2!3d44.774999!4d0.528168!16s%2Fg%2F11k3j7746_!19sChIJkYgfmAnVQ0RAfiQeIFv2qs?authuser=0&hl=fr&rclk=1,Cryotera  Pôle de Cryothérapie Bordeaux,5,147,2 All. de la Peupleraie,,https://lh3.googleusercontent.com/p/AF1QipM8nExSKgtv7Ndvh6990kuZeXwJrBrCZWI8J6IO=w122h92kno
https://www.google.fr/maps/place/DermaPro+Laser+Bordeaux++%C3%89pilation+Laser++Cryolipolyse++Hydrafacial/data=!4m7!3m6!1s0xd552997d205eda3:0xe3343e1876c4e66f!8m2!3d44.8522946!4d0.5738842!16s%2Fg%2F11jgwh8vd8!19sChIJo0F0pcpVQ0RbbEdhgNOM?authuser=0&hl=fr&rclk=1,DermaPro Laser Bordeaux  Épilation Laser  Cryolipolyse  Hydrafacial,"4,9",254,,,https://lh3.googleusercontent.com/p/AF1QipP6eIvbJobvKUNVdrfOw08ypnTbpRxDB5u9nCsg=w163h92kno
https://www.google.fr/maps/place/Cryolipolyse+Bordeaux+%26+Cellu+m6+lpg+Bordeaux/data=!4m7!3m6!1s0xd54d79b75e8d1d5:0xfd694e179c8aae27!8m2!3d44.8601217!4d0.6334515!16s%2Fg%2F11h31z0fdq!19sChIJ1dHodZvXVA0RJ66KnBdOaf0?authuser=0&hl=fr&rclk=1,Cryolipolyse Bordeaux & Cellu m6 lpg Bordeaux,5,2,485 bis Av. du Maréchal de Lattre de Tassigny,,https://lh3.googleusercontent.com/p/AF1QipOwDkeeECG68gb2wZJCwoYiXlQ3Evyu_dNMUVD=w147h92kno
https://www.google.fr/maps/place/Clinique+Esth%C3%A9tique+Aquitaine/data=!4m7!3m6!1s0xd54d80a6e1e2cf9:0x3cc6fe8cd5a416fc!8m2!3d44.8332638!4d0.6021041!16s%2Fg%2F1th29qsf!19sChIJSwebgrYVA0R_Bak1Yzxjw?authuser=0&hl=fr&rclk=1,Clinique Esthétique Aquitaine,"4,4",716,49 Bd Georges Pompidou,,https://lh3.googleusercontent.com/p/AF1QipO8IHKxlSOlYDP03OGgZORckTkmxe5i80wd9s=w163h92kno
https://www.google.fr/maps/place/Laser+Esth%C3%A9tique+Bel+Air/data=!4m7!3m6!1s0xd54d81f0548cb33:0x53faa298b8e0db9c!8m2!3d44.846098!4d0.618394!16s%2Fg%2F1tff4bv6!19sChIJM8tIBR_YVA0RnNvguJiilM?authuser=0&hl=fr&rclk=1,Laser Esthétique Bel Air,"4,6",498,,,https://lh3.googleusercontent.com/p/AF1QipNLigaHZoUyOld19vFGvivwLOkORpJKf1HawiI=w163h92kno
"https://www.google.fr/maps/place/Maison+Lijam++%C3%89pilation+laser,+Cryolipolyse+et+Soins+anti+%C3%A2ges/data=!4m7!3m6!1s0xd54d7cd93707165:0x9eca484c77e15f98!8m2!3d44.8661436!4d0.6616313!16s%2Fg%2F11ycrvd1zc!19sChIJZXFwk83XVA0RmF_hd0xIyp4?authuser=0&hl=fr&rclk=1","Maison Lijam  Épilation laser, Cryolipolyse et Soins anti âges",5,41,,,https://lh3.googleusercontent.com/p/AF1QipNLUo1QGoPg7drL2IC5hUM6wilr3ZUwy6NstRlo=w122h92kno
https://www.google.fr/maps/place/CRYOFAST+Bassin+d%27Arcachon/data=!4m7!3m6!1s0xd549fb4775fdcfb:0x334919e501306ec8!8m2!3d44.6333622!4d1.1508633!16s%2Fg%2F11w59qdy9l!19sChIJ9xfd7SfVA0RyG4wAeUZSTM?authuser=0&hl=fr&rclk=1,CRYOFAST Bassin d'Arcachon,5,56,6 Av. de Verdun,,https://lh3.googleusercontent.com/p/AF1QipPz_Gpg5Vwf5OWeujbk2pRsXJ8CSHRTQo2yQrZ=w80h106kno
"https://www.google.fr/maps/place/Dr+Emma+Lavocat++M%C3%A9decine+esth%C3%A9tique,+morphologique+et+anti%C3%A2ge/data=!4m7!3m6!1s0xd552790eb9b05e7:0x2ee5c62de9e3d357!8m2!3d44.8472299!4d0.5821083!16s%2Fg%2F11fb0jf9ff!19sChIJ5wWb65AnVQ0RV9Pj6S3G5S4?authuser=0&hl=fr&rclk=1","Dr Emma Lavocat  Médecine esthétique, morphologique et antiâge","4,4",40,,,https://lh3.googleusercontent.com/p/AF1QipPPTEkam7eUwjGqXYjgOks81IXaq6wjysj22xvP=w137h92kno
https://www.google.fr/maps/place/CRYOCENTER+Bassin+d%27Arcachon/data=!4m7!3m6!1s0xd549f2882eb3407:0xa4095dabc9b01dd0!8m2!3d44.6585205!4d1.1586107!16s%2Fg%2F11w5909cr9!19sChIJBzTrgiifVA0R0B2wyatdCaQ?authuser=0&hl=fr&rclk=1,CRYOCENTER Bassin d'Arcachon,5,131,,,https://lh3.googleusercontent.com/p/AF1QipMzghN6uOt2Un4jz0eXtEWQ12EjCoUA3QthGW0=w80h120kno
https://www.google.fr/maps/place/Clinique+George+V/data=!4m7!3m6!1s0xd55279798e1eed9:0xf6e580f5b2d4b04d!8m2!3d44.8221908!4d0.5846136!16s%2Fg%2F11gxrnhnct!19sChIJ2e7hmJcnVQ0RTbDUsvWA5fY?authuser=0&hl=fr&rclk=1,Clinique George V,"4,6",64,163 Bd George V,,https://lh3.googleusercontent.com/gpscss/AHVAwereNoJcAr1VjAe_mbblzGUP2Zy3SJuJ8zDBcB2vjfXA2fHEHR2oxgdbxv_0UHTtUkDtZmC5V3KIqYNvCOkE8WwzL73qpuddFe3YO67Bpa2ggypX5zoaJJ0yT4C0eyXDw6KGL4pIw=w122h92kno
https://www.google.fr/maps/place/Cryotera++P%C3%B4le+de+Cryoth%C3%A9rapie+Arcachon/data=!4m7!3m6!1s0xd549b2eee5491bd:0xc6e8b24d615d350!8m2!3d44.6155742!4d1.1153486!16s%2Fg%2F11ldqydkvy!19sChIJvZFU7i6bVA0RUNMV1iSLbgw?authuser=0&hl=fr&rclk=1,Cryotera  Pôle de Cryothérapie Arcachon,5,158,960 Av. de l'Europe,,https://lh3.googleusercontent.com/p/AF1QipMzWJTbrrpUSsiQCnP3Z1sKeAyxAiJlu6MK2JW=w122h92kno
https://www.google.fr/maps/place/Maison+Agap%C3%A8/data=!4m7!3m6!1s0xd552f37d5cfffff:0x9a94b85ac9003fba!8m2!3d44.8437753!4d0.5990857!16s%2Fg%2F11c44frpps!19sChIJ___P1TcvVQ0Ruj8AyVq4lJo?authuser=0&hl=fr&rclk=1,Maison Agapè,"4,9",398,160 Bd du Président Wilson,,https://lh3.googleusercontent.com/p/AF1QipMas3Nv8l95mlAzDUNOT9qr77A3NFFDY9tsuCK=w80h112kno
https://www.google.fr/maps/place/JFG+Clinic+Le+Bouscat/data=!4m7!3m6!1s0xd54d75cec154815:0xba9ec2a56364fd!8m2!3d44.8749757!4d0.6200795!16s%2Fg%2F11wjkh2rvg!19sChIJFUgV7FzXVA0R_WRjpcKeugA?authuser=0&hl=fr&rclk=1,JFG Clinic Le Bouscat,5,43,,,https://lh3.googleusercontent.com/gpscss/AHVAweqDqx8bL_9FoFDHum8mG04D0jy34iimkehaD6Tb3s1AzPeMYUy2YSZB92sT2k_Lymtlzy6b_1A9NfwIPtOP8IwUjsVDywtQx0na9UmaWZwvNUZ931M1CiiT_8AuO4GqvzWzh0RA=w163h92kno
https://www.google.fr/maps/place/Dr+Betty+DurandBonis++M%C3%A9decine+Esth%C3%A9tique++Audenge+%28Arcachon%29/data=!4m7!3m6!1s0xd5496324f211893:0x2201ded3304e276c!8m2!3d44.6902216!4d1.0206505!16s%2Fg%2F1tf82y6h!19sChIJkxghTzKWVA0RbCdOMNPeASI?authuser=0&hl=fr&rclk=1,Dr Betty DurandBonis  Médecine Esthétique  Audenge (Arcachon),"4,7",88,54 Av. de Certes,,https://lh3.googleusercontent.com/p/AF1QipPK7OHf4FoAalpspROcmJL38JV6lwaSrN3FYJ=w138h92kno
"https://www.google.fr/maps/place/L%27Apart%C3%A9,+%C3%A9pilation+laser+et+m%C3%A9decine+esth%C3%A9tique+%C3%A0+Bordeaux+%7C+Dr+Slodzian/data=!4m7!3m6!1s0xd5527eb4464f8b9:0x7694346849cb66c7!8m2!3d44.8474529!4d0.5808819!16s%2Fg%2F11b6dr93rf!19sChIJufhkROsnVQ0Rx2bLSWg0lHY?authuser=0&hl=fr&rclk=1","L'Aparté, épilation laser et médecine esthétique à Bordeaux | Dr Slodzian","4,8",214,,,https://lh3.googleusercontent.com/p/AF1QipPIAi9t41HLhAYFQKqhOHehFAKrqnrSAwyyQzlC=w80h119kno
https://www.google.fr/maps/place/Dr+Christian+Cocchi/data=!4m7!3m6!1s0xd549c00c3a7c0c5:0xd613979eea80b51c!8m2!3d44.6161862!4d1.1366739!16s%2Fg%2F11zlq4ydm!19sChIJxcCnwwCcVA0RHLWA6p6XE9Y?authuser=0&hl=fr&rclk=1,Dr Christian Cocchi,"4,8",228,3 C Av. de Binghamton,,https://lh3.googleusercontent.com/p/AF1QipMEC8FWyKI_SF7iMTeWdPqxmlf5rno0G5DhxPt=w92h92kno
https://www.google.fr/maps/place/Cryolipolyse+M%C3%A9dicale/data=!4m7!3m6!1s0xd54d504f18aa10b:0xb116a7e03bf12a9d!8m2!3d44.9113626!4d0.6427599!16s%2Fg%2F11vkrtrv_0!19sChIJC6GK8QTVVA0RnSrxOCnFrE?authuser=0&hl=fr&rclk=1,Cryolipolyse Médicale,,,9 Av. de l'Europe,,
https://www.google.fr/maps/place/Norkapp+Cryoth%C3%A9rapie+Bordeaux/data=!4m7!3m6!1s0xd552892e6b5453b:0x58788af3e67477e5!8m2!3d44.8664749!4d0.5519053!16s%2Fg%2F11f3r1xm20!19sChIJO0W15pIoVQ0R5Xd05vOKeFg?authuser=0&hl=fr&rclk=1,Norkapp Cryothérapie Bordeaux,5,48,,,https://lh3.googleusercontent.com/p/AF1QipPgDiTYZglDH1yW9z2gGPAhqotyqJDQ4HQS2Gip=w80h93kno
https://www.google.fr/maps/place/CRYO+Advance+Sauvegarde+Lyon+Ecully+%E2%80%A2+Cryotherapie+Corps+Entier+et+Localis%C3%A9e%E2%80%A2Cryolipolyse%E2%80%A2Photobiomodulation%E2%80%A2Pressotherapie/data=!4m7!3m6!1s0x47f4ea272ad9ecb7:0xe874a36760966398!8m2!3d45.7878131!4d4.7856434!16s%2Fg%2F11c1lcnxsq!19sChIJtzZKifq9EcRmGOWYGejdOg?authuser=0&hl=fr&rclk=1,CRYO Advance Sauvegarde Lyon Ecully • Cryotherapie Corps Entier et Localisée•Cryolipolyse•Photobiomodulation•Pressotherapie,"4,8",160,"Bâtiment trait d'union, 29 Av. des Sources",,https://lh3.googleusercontent.com/p/AF1QipM1P6QlZF2epXHqu7bhTAsnxFyjlpm9AEChntCb=w137h92kno
https://www.google.fr/maps/place/DERMOPURE++Centre+%C3%89pilation+Laser+%26+Cryolipolyse+Lyon/data=!4m7!3m6!1s0x47f4eb9c415e598b:0x9c2809e855af22d5!8m2!3d45.7743455!4d4.8448486!16s%2Fg%2F11yl7vyg0x!19sChIJi1leQZzr9EcR1SKvVegJKJw?authuser=0&hl=fr&rclk=1,DERMOPURE  Centre Épilation Laser & Cryolipolyse Lyon,5,55,18 Rue Barrème,,https://lh3.googleusercontent.com/p/AF1QipM86v3J8OUglfIGgf1LufSfx2dfOXcv2LTynnMd=w119h92kno
https://www.google.fr/maps/place/L%27Instant+Cryo+Lyon/data=!4m7!3m6!1s0x47f4eb4993364f75:0x81020721376b0365!8m2!3d45.7699986!4d4.8419922!16s%2Fg%2F11v6ddx5l5!19sChIJdU82k0nr9EcRZQNrNyEHAoE?authuser=0&hl=fr&rclk=1,L'Instant Cryo Lyon,5,60,27 Rue Godefroy,,https://lh3.googleusercontent.com/p/AF1QipNU0b1Nxgt_UJjbiisUOuw68w5W9pjYZOjk8jI=w92h92kno
https://www.google.fr/maps/place/CRYOAdvance+Lyon+6+Le+Parc+Centre+de+%E2%80%A2Cryotherapie+Corps+Entier%2FLocalis%C3%A9+%E2%80%A2+EMSculpt+N%C3%A9o+%E2%80%A2Oxygenotherapie+%E2%80%A2+Photobiomodulation/data=!4m7!3m6!1s0x47f4eb863b6b4cf7:0x6f21b0a0b7e371ef!8m2!3d45.7724941!4d4.8598097!16s%2Fg%2F11fkl2bw0j!19sChIJ90xrO4br9EcR73Hjt6CwIW8?authuser=0&hl=fr&rclk=1,CRYOAdvance Lyon 6 Le Parc Centre de •Cryotherapie Corps Entier/Localisé • EMSculpt Néo •Oxygenotherapie • Photobiomodulation,5,441,93 Rue Louis Guérin,,https://lh3.googleusercontent.com/gpscss/AHVAwepJz71OReTMjtSJiNkA9miDSWiWXfZ2rVk3XmdlBfvEbbl9YUnzmf9GJRYTAdNoClybwwBztuTKRo4hM12h9mV2wFzGP_4wsn5mBftJeR2DkLVl_vVt48g_a56KSIDzAM=w80h106kno
"https://www.google.fr/maps/place/CRYOMOTION++Cryolipolyse,+Remodelage+%26+Soins+Corporels/data=!4m7!3m6!1s0x47f4eb5ec725a97b:0x42ca2261d2d0e1dd!8m2!3d45.759647!4d4.846287!16s%2Fg%2F11gmx01329!19sChIJe6klx17r9EcR3eHQ0mEiykI?authuser=0&hl=fr&rclk=1","CRYOMOTION  Cryolipolyse, Remodelage & Soins Corporels","4,8",17,57 Rue de la PartDieu,,https://lh3.googleusercontent.com/p/AF1QipOf34nQbAK6N6r2lBpIl_JjS50wzh5Cfjofg8s8=w80h100kno
https://www.google.fr/maps/place/Cool+Fit/data=!4m7!3m6!1s0x47f4ebb323ddb9cf:0xa1ca8cbf948436cd!8m2!3d45.752027!4d4.826462!16s%2Fg%2F11g9qknlyc!19sChIJz7ndI7Pr9EcRzTaElLMyqE?authuser=0&hl=fr&rclk=1,Cool Fit,"4,9",137,15 Rue d'Enghien,,https://lh3.googleusercontent.com/p/AF1QipOafyRijCVUCwYfXRODkEHLMiBrQjhfh8lHiCzl=w138h92kno
https://www.google.fr/maps/place/Cryo+Sant%C3%A9+Nature+Lyon++Cryolipolyse++Radio+Fr%C3%A9quences/data=!4m7!3m6!1s0x47f495a349789313:0xd0fced166c390fbf!8m2!3d45.7770195!4d4.7513151!16s%2Fg%2F11fn04m5yw!19sChIJE5N4SaOV9EcRvw85bBbt_NA?authuser=0&hl=fr&rclk=1,Cryo Santé Nature Lyon  Cryolipolyse  Radio Fréquences,"4,5",13,"Espace Médical, 102 Rte de Paris",,https://lh3.googleusercontent.com/p/AF1QipPDFg4QjMGVZYHlVcroW3alFKjPAhszBgHLnSUh=w146h92kno
https://www.google.fr/maps/place/CRYO+INSTITUT+Villeurbanne/data=!4m7!3m6!1s0x47f4c02997c545ff:0x8bdcc09afa6f90d2!8m2!3d45.7690262!4d4.8736189!16s%2Fg%2F11g9m3rds8!19sChIJ_0XFlynA9EcR0pBvprA3Is?authuser=0&hl=fr&rclk=1,CRYO INSTITUT Villeurbanne,"4,3",164,22 Cr de la République,,https://lh3.googleusercontent.com/p/AF1QipMjxWd0T6TYWyHx7xgd8cqJ8LUk0hDsEzQGsjGV=w163h92kno
https://www.google.fr/maps/place/Cryotera++P%C3%B4le+de+Cryoth%C3%A9rapie+Lyon/data=!4m7!3m6!1s0x47f4c34c1cff35ad:0x968c61a98e4d9728!8m2!3d45.716597!4d4.879634!16s%2Fg%2F11vs29v5_j!19sChIJrTX_HEzD9EcRKJdNjqlhjJY?authuser=0&hl=fr&rclk=1,Cryotera  Pôle de Cryothérapie Lyon,5,255,14 Rue Simone Veil,,https://lh3.googleusercontent.com/p/AF1QipNswvOoyrMVgoXoT9dt3JeCFF6GSuflrlzUsJoH=w122h92kno
https://www.google.fr/maps/place/Clinique+des+Champs+Elys%C3%A9es+Lyon++M%C3%A9decine+esth%C3%A9tique/data=!4m7!3m6!1s0x47f4eb4bd7f0745d:0x9007bfc5c1f53990!8m2!3d45.7642562!4d4.8575263!16s%2Fg%2F11qb8h97k9!19sChIJXXTw10vr9EcRkDn1wcW_B5A?authuser=0&hl=fr&rclk=1,Clinique des Champs Elysées Lyon  Médecine esthétique,"4,7",374,53 Bd des Brotteaux,,https://lh3.googleusercontent.com/p/AF1QipPeTDT1K3QKTnbPsuRxke3e7OtlkJqsmZmwD2XH=w138h92kno
https://www.google.fr/maps/place/Sculpt+My+Body/data=!4m7!3m6!1s0x47f4eb86a9800b73:0xe3944bc5f35260aa!8m2!3d45.7634678!4d4.8689192!16s%2Fg%2F11f9yx7jln!19sChIJcwuAqYbr9EcRqmBS88VLlOM?authuser=0&hl=fr&rclk=1,Sculpt My Body,"4,5",64,27 Rue Baraban,,https://lh3.googleusercontent.com/p/AF1QipMv_jdVGeA2nv1WdIAfDR6qSHdhsbdBcTQp9_Lc=w80h106kno
https://www.google.fr/maps/place/COOLSCULPTING+Cryolipolyse+Lyon/data=!4m7!3m6!1s0x47f4eaf0154d9259:0x40166f7b46bdc092!8m2!3d45.763252!4d4.8458776!16s%2Fg%2F11ffw48168!19sChIJWZJNFfDq9EcRksC9RntvFkA?authuser=0&hl=fr&rclk=1,COOLSCULPTING Cryolipolyse Lyon,1,1,156 Rue Vendôme,,https://lh3.googleusercontent.com/gpscss/AHVAwerJutOP_wrwegi19b4W1XN4RZdwZ3TJpz_rzhpKJM3RbvHQsnDX22DBynC9NO5OpNbbHsTuc2_QS_B3QRh6gIscvL6Cnj6fqCTythUEspumpXbZ3yYWpxcngPxyQPgsJbbmCb7lgVsOM4b=w163h92kno
"https://www.google.fr/maps/place/Maison+Yok%C5%8D,+centre+de+m%C3%A9decine+esth%C3%A9tique+et+laser./data=!4m7!3m6!1s0x47f4ebaf8b814457:0xdb90bbedc4b1d06d!8m2!3d45.7565542!4d4.8306105!16s%2Fg%2F11ryzvkpxg!19sChIJV0SBi6_r9EcRbdCxxO27kNs?authuser=0&hl=fr&rclk=1","Maison Yokō, centre de médecine esthétique et laser.","4,9",504,1 Rue Boissac 1er étage,,https://lh3.googleusercontent.com/p/AF1QipOSnz3ecax5Ku6fUoZxzBHmbsehS0MsYm_hEVy=w138h92kno
"https://www.google.fr/maps/place/DERMASHAPE++Cryolipolyse,+%C3%89pilation+laser,+Hifu/data=!4m7!3m6!1s0x2d8cd1d706e22593:0xb75c19348ea2d755!8m2!3d45.776212!4d4.825892!16s%2Fg%2F11y3my44lx!19sChIJkyXiBtfRjC0RVdeijjQZXLc?authuser=0&hl=fr&rclk=1","DERMASHAPE  Cryolipolyse, Épilation laser, Hifu",5,100,42 Rue Jacquard,,https://lh3.googleusercontent.com/p/AF1QipOLGxsIQH9fGy2Dbn3Hp3PTbD40WUPXoVaOTht=w92h92kno
https://www.google.fr/maps/place/Dr+G%C3%A9rard+Rivalier++M%C3%A9decin+morphologue+et+anti%C3%A2ge/data=!4m7!3m6!1s0x47f4ebf1f9fee3a9:0x92fd8b0bd9857ebb!8m2!3d45.7528838!4d4.826714!16s%2Fg%2F1tfss730!19sChIJqePfHr9EcRu36F2QuL_ZI?authuser=0&hl=fr&rclk=1,Dr Gérard Rivalier  Médecin morphologue et antiâge,"4,7",93,4 Rue d'Enghien,,https://lh3.googleusercontent.com/p/AF1QipMEcCJSRYmIrhFBjkO62r1ihhNb5Fsa8KQ9bm=w92h92kno
"https://www.google.fr/maps/place/Cabinet+Dr+Gobin:+implants+capillaires,+%C3%A9pilation+laser+et+m%C3%A9decine+esth%C3%A9tique+%C3%A0+Lyon/data=!4m7!3m6!1s0x47f4ea45e9c9a7b3:0xe7deff6560671a92!8m2!3d45.7501569!4d4.8392203!16s%2Fg%2F1v5k2bxx!19sChIJs6fJ6UXq9EcRkhpnYGX_3uc?authuser=0&hl=fr&rclk=1","Cabinet Dr Gobin: implants capillaires, épilation laser et médecine esthétique à Lyon","4,5",96,39 bis Rue de Marseille,,https://lh3.googleusercontent.com/p/AF1QipN6Dq0DtTGPslM0gvpwP2wHWOzkKYEqy03hXdOA=w138h92kno
https://www.google.fr/maps/place/My+Laser+Lyon++Epilation+Laser+et+M%C3%A9decine+Esth%C3%A9tique/data=!4m7!3m6!1s0x47f4eb5d95a979d3:0x5cf0192de7df773c!8m2!3d45.759149!4d4.8348403!16s%2Fg%2F11qmr4llzq!19sChIJ03mplV3r9EcRPHff5y0Z8Fw?authuser=0&hl=fr&rclk=1,My Laser Lyon  Epilation Laser et Médecine Esthétique,"4,8",1 114,54 Rue de la République,,https://lh3.googleusercontent.com/p/AF1QipPFYyWutWynWJY8UDrPmzaHkBtPU3LjSe1jPx05=w80h106kno
https://www.google.fr/maps/place/Clinique+Crillon/data=!4m7!3m6!1s0x47f4ea8da07a20bd:0x8b388a0c13413409!8m2!3d45.7711478!4d4.8553726!16s%2Fg%2F1tgmvm7h!19sChIJvSB6oI3q9EcRCTRBEwyKOIs?authuser=0&hl=fr&rclk=1,Clinique Crillon,"4,1",340,96 Rue Crillon,,https://lh3.googleusercontent.com/p/AF1QipNhnt5eMD1awQA5boVbQx3LAa9mjPJVWikwKer5=w122h92kno
https://www.google.fr/maps/place/Centre+Lasers+Dermatologiques+%C3%A0+Lyon/data=!4m7!3m6!1s0x47f4ea56c1f51d8f:0x39f8c740b20e7a83!8m2!3d45.760095!4d4.836236!16s%2Fg%2F1tf_grz8!19sChIJjx31wVbq9EcRg3oOskDHDk?authuser=0&hl=fr&rclk=1,Centre Lasers Dermatologiques à Lyon,"4,7",608,16 Rue Childebert,,https://lh3.googleusercontent.com/p/AF1QipP03fCZEj66klz6ft1qccrKi07ojAAtJ7JTjMlA=w80h92kno
https://www.google.fr/maps/place/Cryolipolyse+Zola+minceur/data=!4m7!3m6!1s0x47f4ebda43f1ba39:0xf31552f250dc1f18!8m2!3d45.7706676!4d4.8722749!16s%2Fg%2F11yd2h8tzj!19sChIJObrxQ9rr9EcRGB_cUPJSFfM?authuser=0&hl=fr&rclk=1,Cryolipolyse Zola minceur,5,6,96 Cr ÉmileZola,,https://lh3.googleusercontent.com/p/AF1QipMnMkcJay_31VvvL_uSnNvLvvxuRg4IVfcGz8bK=w92h92kno
